統計年度,資料來源,分析標的,分析內容,統計項目,統計項目說明,分析結果值,分析結果單位
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,70歲及以上,24.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,整體,10.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,過輕,10.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,標準,11,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,過重,11.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,肥胖,11.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,不知道/拒答,9.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,整體,22.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,過輕,25.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,標準,23.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,過重,20.1,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,肥胖,21,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,不知道/拒答,16.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,整體,20.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,過輕,21,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,標準,22.1,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,過重,19.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,肥胖,19.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,不知道/拒答,12.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,整體,26.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,過輕,25.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,標準,25.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,金門縣,33.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,連江縣,33.1,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,整體,20.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新北市,18.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺北市,16.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,桃園市,19.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺中市,25,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺南市,18.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,高雄市,21.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,基隆市,22.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新竹縣,18.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新竹市,19.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,苗栗縣,22.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,彰化縣,24.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,南投縣,26.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,雲林縣,27.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,嘉義縣,24.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,嘉義市,20.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,屏東縣,22,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,宜蘭縣,18.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,新北市,10.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,臺北市,13,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,桃園市,11.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,臺中市,13.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,臺南市,11.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,高雄市,11.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,基隆市,8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,新竹縣,12.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,新竹市,11.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,苗栗縣,14,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,彰化縣,12.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,南投縣,11.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,雲林縣,11.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,嘉義縣,10.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,嘉義市,13.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,屏東縣,14.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,宜蘭縣,15.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,花蓮縣,19.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,臺東縣,23.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,澎湖縣,28.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,金門縣,24.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,連江縣,35.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,整體,21.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新北市,18,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺北市,19.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,桃園市,22,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺中市,23.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺南市,23.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,高雄市,20.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,基隆市,19,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新竹縣,27.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新竹市,25,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,苗栗縣,25.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,彰化縣,23.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,南投縣,23.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,雲林縣,22.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,嘉義縣,25.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,嘉義市,27.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,屏東縣,21.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,宜蘭縣,18.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,花蓮縣,18.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,臺東縣,19.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,澎湖縣,15.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,金門縣,14,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,連江縣,9.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,整體,18.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,新北市,16.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,臺北市,21.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,桃園市,19.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,臺中市,16.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,臺南市,18.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,高雄市,20.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,基隆市,18.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,新竹縣,17.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,新竹市,20.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,苗栗縣,17.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,彰化縣,17.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,南投縣,14.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,雲林縣,16,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,嘉義縣,16.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,嘉義市,17.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,屏東縣,18.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,宜蘭縣,20.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,花蓮縣,15.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,臺東縣,13.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,澎湖縣,14.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,金門縣,11.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,縣市,連江縣,6.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,性別,整體,10.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,性別,男,10.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,性別,女,11.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,性別,整體,22.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,性別,男,22.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,性別,女,21.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,性別,整體,20.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,性別,男,21.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,性別,女,20.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,性別,整體,26.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,性別,男,26.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,性別,女,26.8,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,性別,整體,19.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,性別,男,18.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,性別,女,19.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,整體,10.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,13-17歲,10.3,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,18-24歲,10.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,25-29歲,10.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,30-34歲,9.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,35-39歲,11.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,40-44歲,12.9,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,45-49歲,11.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,50-54歲,11.4,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,55-59歲,11.7,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,60-64歲,10.6,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,65-69歲,10.4,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,年齡,70歲及以上,10.1,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,年齡,整體,22.2,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,年齡,13-17歲,38.5,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,年齡,18-24歲,29,百分比
104,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,年齡,25-29歲,25.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,30-34歲,20.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,35-39歲,21.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,40-44歲,20.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,45-49歲,21.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,50-54歲,20.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,55-59歲,19,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,60-64歲,18.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,65-69歲,16.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,70歲及以上,13.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,年齡,拒答,15.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,整體,27.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,13-17歲,21.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,18-24歲,25.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,25-29歲,26.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,30-34歲,29,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,35-39歲,27.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,40-44歲,25.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,45-49歲,24,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,50-54歲,29.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,55-59歲,30,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,60-64歲,32.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,65-69歲,31.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,70歲及以上,34.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,年齡,拒答,36.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,整體,18.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,13-17歲,16,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,18-24歲,16.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,25-29歲,17.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,30-34歲,17.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,35-39歲,16.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,40-44歲,17.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,45-49歲,18.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,50-54歲,18.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,55-59歲,19.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,60-64歲,21.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,65-69歲,20.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,70歲及以上,21.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,年齡,拒答,23.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,整體,12.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,過輕,13,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,標準,12.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,過重,11.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,肥胖,13.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,身體質量指數,不知道/拒答,10.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,整體,21.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,過輕,23.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,標準,23,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,過重,21.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,肥胖,19.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,身體質量指數,不知道/拒答,15.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,整體,19.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,過輕,19.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,標準,19.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,過重,21.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,肥胖,20.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,身體質量指數,不知道/拒答,15.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,整體,27.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,過輕,25.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,標準,27.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,過重,28.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,肥胖,27.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,身體質量指數,不知道/拒答,32.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,身體質量指數,整體,18.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,身體質量指數,過輕,18.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,不知道/拒答,身體質量指數,標準,17.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,宜蘭縣,26.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,花蓮縣,26.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺東縣,25.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,澎湖縣,29.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,金門縣,35.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,連江縣,32.2,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,整體,19.6,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新北市,19.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺北市,15.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,桃園市,17.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺中市,21.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺南市,18.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,高雄市,18.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,基隆市,25.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新竹縣,23,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,新竹市,19.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,苗栗縣,20.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,彰化縣,22.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,南投縣,24.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,雲林縣,24.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,嘉義縣,21.4,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,嘉義市,19.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,屏東縣,20.1,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,宜蘭縣,19,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,花蓮縣,20.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,臺東縣,18,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,澎湖縣,11.7,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,金門縣,14.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,很少,縣市,連江縣,16.5,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,整體,27.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,新北市,34.9,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,臺北市,30,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,桃園市,29.8,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,臺中市,25.3,百分比
103,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,沒有,縣市,臺南市,27.6,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,宜蘭縣,15.2,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,花蓮縣,19.6,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,臺東縣,22.3,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,澎湖縣,29.1,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,金門縣,32.5,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,經常,縣市,連江縣,34.2,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,整體,29.5,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新北市,27.7,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺北市,33.1,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,桃園市,27.7,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺中市,32.8,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,臺南市,32.8,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,高雄市,27.5,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,基隆市,25.2,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新竹縣,27.5,百分比
102,運動現況調查,縣市政府、學校、社區舉辦運動活動頻率,偶爾,縣市,新竹市,29.4,百分比
